Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Open heart.,Open Heart,,2053-3624,England,Cardiology,2013,101631219
Anatolian journal of cardiology.,Anatol J Cardiol,2149-2263,2149-2271,Turkey,Cardiology,2014,101652981
JACC. Clinical electrophysiology.,JACC Clin Electrophysiol,2405-500X,2405-5018,United States,Cardiology,2015,101656995
ESC heart failure.,ESC Heart Fail,,2055-5822,England,Cardiology,2014,101669191
JAMA cardiology.,JAMA Cardiol,2380-6583,2380-6591,United States,Cardiology,2016,101676033
European heart journal. Acute cardiovascular care.,Eur Heart J Acute Cardiovasc Care,2048-8726,2048-8734,England,Cardiology,2012,101591369
JACC. Heart failure.,JACC Heart Fail,2213-1779,2213-1787,United States,Cardiology,2013,101598241
Interventional cardiology clinics.,Interv Cardiol Clin,2211-7458,2211-7466,Netherlands,Cardiology,2012,101615153
Cardiology journal.,Cardiol J,1897-5593,1898-018X,Poland,Cardiology,2007,101392712
Nature reviews. Cardiology.,Nat Rev Cardiol,1759-5002,1759-5010,England,Cardiology,2009,101500075
Current cardiology reviews.,Curr Cardiol Rev,1573-403X,1875-6557,United Arab Emirates,Cardiology,2005,101261935
Giornale italiano di cardiologia : organo ufficiale della Federazione italiana di cardiologia : organo ufficiale della Società italiana di chirurgia cardiaca.,G Ital Cardiol (Rome),1827-6806,1972-6481,Italy,Cardiology,2006,101263411
Clinical research in cardiology : official journal of the German Cardiac Society.,Clin Res Cardiol,1861-0684,1861-0692,Germany,Cardiology,2006,101264123
Current heart failure reports.,Curr Heart Fail Rep,1546-9530,1546-9549,United States,Cardiology,2004,101196487
Heart rhythm.,Heart Rhythm,1547-5271,1556-3871,United States,Cardiology,2004,101200317
Heart failure clinics.,Heart Fail Clin,1551-7136,,United States,Cardiology,2005,101231934
Future cardiology.,Future Cardiol,1479-6678,1744-8298,England,Cardiology,2005,101239345
International heart journal.,Int Heart J,1349-2365,1349-3299,Japan,Cardiology,2005,101244240
Critical pathways in cardiology.,Crit Pathw Cardiol,1535-282X,1535-2811,United States,Cardiology,2002,101165286
Hellenic journal of cardiology : HJC = Hellēnikē kardiologikē epitheōrēsē.,Hellenic J Cardiol,1109-9666,2241-5955,Netherlands,Cardiology,2002,101257381
Archivos de cardiología de México.,Arch Cardiol Mex,1405-9940,1665-1731,Mexico,Cardiology,2001,101126728
Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions.,Catheter Cardiovasc Interv,1522-1946,1522-726X,United States,Cardiology,1999,100884139
European journal of heart failure.,Eur J Heart Fail,1388-9842,1879-0844,England,Cardiology,1999,100887595
Current cardiology reports.,Curr Cardiol Rep,1523-3782,1534-3170,United States,Cardiology,1999,100888969
Journal of interventional cardiac electrophysiology : an international journal of arrhythmias and pacing.,J Interv Card Electrophysiol,1383-875X,1572-8595,Netherlands,Cardiology,1997,9708966
Heart.,Heart,1355-6037,1468-201X,England,Cardiology,1996,9602087
"Annals of noninvasive electrocardiology : the official journal of the International Society for Holter and Noninvasive Electrocardiology, Inc.",Ann Noninvasive Electrocardiol,1082-720X,1542-474X,United States,Cardiology,1996,9607443
Heart failure reviews.,Heart Fail Rev,1382-4147,1573-7322,United States,Cardiology,1996,9612481
Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology.,J Nucl Cardiol,1071-3581,1532-6551,United States,Cardiology,1994,9423534
Journal of cardiac failure.,J Card Fail,1071-9164,1532-8414,United States,Cardiology,1994,9442138
The Journal of invasive cardiology.,J Invasive Cardiol,1042-3931,1557-2501,United States,Cardiology,1988,8917477
Perfusion.,Perfusion,0267-6591,1477-111X,England,Cardiology,1986,8700166
Journal of cardiology.,J Cardiol,0914-5087,1876-4738,Netherlands,Cardiology,1987,8804703
The Canadian journal of cardiology.,Can J Cardiol,0828-282X,1916-7075,England,Cardiology,1985,8510280
Heart and vessels.,Heart Vessels,0910-8327,1615-2573,Japan,Cardiology,1985,8511258
Current opinion in cardiology.,Curr Opin Cardiol,0268-4705,1531-7080,United States,Cardiology,1986,8608087
International journal of cardiology.,Int J Cardiol,0167-5273,1874-1754,Netherlands,Cardiology,1981,8200291
Cardiology clinics.,Cardiol Clin,0733-8651,1558-2264,Netherlands,Cardiology,1983,8300331
Journal of the American College of Cardiology.,J Am Coll Cardiol,0735-1097,1558-3597,United States,Cardiology,1983,8301365
Revista portuguesa de cardiologia : orgão oficial da Sociedade Portuguesa de Cardiologia = Portuguese journal of cardiology : an official journal of the Portuguese Society of Cardiology.,Rev Port Cardiol,0870-2551,2174-2030,Portugal,Cardiology,1982,8710716
Clinical cardiology.,Clin Cardiol,0160-9289,1932-8737,United States,Cardiology,1978,7903272
European heart journal.,Eur Heart J,0195-668X,1522-9645,England,Cardiology,1980,8006263
Current problems in cardiology.,Curr Probl Cardiol,0146-2806,1535-6280,Netherlands,Cardiology,1976,7701802
Herz.,Herz,0340-9937,1615-6692,Germany,Cardiology,1976,7801231
Basic research in cardiology.,Basic Res Cardiol,0300-8428,1435-1803,Germany,Cardiology,1973,0360342
Cardiology.,Cardiology,0008-6312,1421-9751,Switzerland,Cardiology,1970,1266406
Türk Kardiyoloji Derneği arşivi : Türk Kardiyoloji Derneğinin yayın organıdır.,Turk Kardiyol Dern Ars,1016-5169,1308-4488,Turkey,Cardiology,1972,9426239
Journal of electrocardiology.,J Electrocardiol,0022-0736,1532-8430,United States,Cardiology,1968,0153605
The American journal of cardiology.,Am J Cardiol,0002-9149,1879-1913,United States,Cardiology,1958,0207277
Kardiologia polska.,Kardiol Pol,0022-9032,1897-4279,Poland,Cardiology,1957,0376352
Acta cardiologica.,Acta Cardiol,0001-5385,1784-973X,England,Cardiology,1946,0370570
Indian heart journal.,Indian Heart J,0019-4832,2213-3763,India,Cardiology,1949,0374675
Arquivos brasileiros de cardiologia.,Arq Bras Cardiol,0066-782X,1678-4170,Brazil,Cardiology,1948,0421031
Revista española de cardiología.,Rev Esp Cardiol (Engl Ed),,1885-5857,Spain,Cardiology,1947,101587954
American heart journal.,Am Heart J,0002-8703,1097-6744,United States,Cardiology,1925,0370465
Journal of molecular and cellular cardiology.,J Mol Cell Cardiol,0022-2828,1095-8584,England,Cardiology; Cell Biology; Molecular Biology,1970,0262322
Cardiovascular & hematological agents in medicinal chemistry.,Cardiovasc Hematol Agents Med Chem,1871-5257,1875-6182,Netherlands,Cardiology; Chemistry; Hematology; Pharmacology; Vascular Diseases,2006,101266881
Heart & lung : the journal of critical care.,Heart Lung,0147-9563,1527-3288,United States,Cardiology; Critical Care; Pulmonary Medicine,1972,0330057
European heart journal. Cardiovascular Imaging.,Eur Heart J Cardiovasc Imaging,2047-2404,2047-2412,England,Cardiology; Diagnostic Imaging,2012,101573788
Journal of echocardiography.,J Echocardiogr,1349-0222,1880-344X,Japan,Cardiology; Diagnostic Imaging,2003,101263153
Echocardiography.,Echocardiography,0742-2822,1540-8175,United States,Cardiology; Diagnostic Imaging,1984,8511187
Radiology. Cardiothoracic imaging.,Radiol Cardiothorac Imaging,,2638-6135,United States,Cardiology; Diagnostic Imaging; Radiology,2019,101748663
JACC. Cardiovascular imaging.,JACC Cardiovasc Imaging,1936-878X,1876-7591,United States,Cardiology; Diagnostic Imaging; Vascular Diseases,2008,101467978
Circulation. Cardiovascular imaging.,Circ Cardiovasc Imaging,1941-9651,1942-0080,United States,Cardiology; Diagnostic Imaging; Vascular Diseases,2008,101479935
Cardiovascular ultrasound.,Cardiovasc Ultrasound,,1476-7120,England,Cardiology; Diagnostic Imaging; Vascular Diseases,2003,101159952
Journal of cardiovascular magnetic resonance : official journal of the Society for Cardiovascular Magnetic Resonance.,J Cardiovasc Magn Reson,1097-6647,1532-429X,England,Cardiology; Diagnostic Imaging; Vascular Diseases,1998,9815616
Cardiovascular & hematological disorders drug targets.,Cardiovasc Hematol Disord Drug Targets,1871-529X,2212-4063,United Arab Emirates,Cardiology; Drug Therapy; Hematology; Vascular Diseases,2006,101269160
European heart journal. Cardiovascular pharmacotherapy.,Eur Heart J Cardiovasc Pharmacother,2055-6837,2055-6845,England,Cardiology; Drug Therapy; Pharmacology; Vascular Diseases,2015,101669491
"American journal of cardiovascular drugs : drugs, devices, and other interventions.",Am J Cardiovasc Drugs,1175-3277,1179-187X,New Zealand,Cardiology; Drug Therapy; Vascular Diseases,2001,100967755
Cardiovascular drugs and therapy,Cardiovasc Drugs Ther,0920-3206,1573-7241,United States,Cardiology; Drug Therapy; Vascular Diseases,1987,8712220
Cardiovascular diabetology.,Cardiovasc Diabetol,,1475-2840,England,Cardiology; Endocrinology; Vascular Diseases,2002,101147637
Angiologii︠a︡ i sosudistai︠a︡ khirurgii︠a︡ = Angiology and vascular surgery.,Angiol Sosud Khir,1027-6661,2782-6368,Russia (Federation),Cardiology; General Surgery,1995,9604504
World journal for pediatric & congenital heart surgery.,World J Pediatr Congenit Heart Surg,2150-1351,2150-136X,United States,Cardiology; General Surgery; Pediatrics,2010,101518415
Journal of cardiothoracic surgery.,J Cardiothorac Surg,,1749-8090,England,Cardiology; General Surgery; Pulmonary Medicine,2006,101265113
Multimedia manual of cardiothoracic surgery : MMCTS,Multimed Man Cardiothorac Surg,,1813-9175,England,Cardiology; General Surgery; Pulmonary Medicine,2003,101495626
European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery.,Eur J Cardiothorac Surg,1010-7940,1873-734X,Germany,Cardiology; General Surgery; Pulmonary Medicine,1987,8804069
Interdisciplinary cardiovascular and thoracic surgery.,Interdiscip Cardiovasc Thorac Surg,,2753-670X,England,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,2022,9918540787006676
General thoracic and cardiovascular surgery.,Gen Thorac Cardiovasc Surg,1863-6705,1863-6713,Japan,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,2007,101303952
Seminars in thoracic and cardiovascular surgery. Pediatric cardiac surgery annual.,Semin Thorac Cardiovasc Surg Pediatr Card Surg Annu,1092-9126,,United States,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,1998,9815944
Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia.,Ann Thorac Cardiovasc Surg,1341-1098,2186-1005,Japan,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,1995,9703158
Seminars in thoracic and cardiovascular surgery.,Semin Thorac Cardiovasc Surg,1043-0679,1532-9488,United States,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,1989,8917640
The Thoracic and cardiovascular surgeon.,Thorac Cardiovasc Surg,0171-6425,1439-1902,Germany,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,1979,7903387
The Journal of thoracic and cardiovascular surgery.,J Thorac Cardiovasc Surg,0022-5223,1097-685X,United States,Cardiology; General Surgery; Pulmonary Medicine; Vascular Diseases,1959,0376343
Portuguese journal of cardiac thoracic and vascular surgery.,Port J Card Thorac Vasc Surg,,2184-9927,Portugal,Cardiology; General Surgery; Vascular Diseases,2021,9918249514506676
Brazilian journal of cardiovascular surgery.,Braz J Cardiovasc Surg,0102-7638,1678-9741,Brazil,Cardiology; General Surgery; Vascular Diseases,2015,101677045
Innovations : technology and techniques in cardiothoracic and vascular surgery.,Innovations (Phila),1556-9845,1559-0879,United States,Cardiology; General Surgery; Vascular Diseases,2005,101257528
Vascular.,Vascular,1708-5381,1708-539X,England,Cardiology; General Surgery; Vascular Diseases,2004,101196722
Vascular and endovascular surgery.,Vasc Endovascular Surg,1538-5744,1938-9116,United States,Cardiology; General Surgery; Vascular Diseases,2002,101136421
The Journal of cardiovascular surgery.,J Cardiovasc Surg (Torino),0021-9509,1827-191X,Italy,Cardiology; General Surgery; Vascular Diseases,1960,0066127
Circulation. Genomic and precision medicine.,Circ Genom Precis Med,,2574-8300,United States,"Cardiology; Genetics, Medical; Vascular Diseases",2018,101714113
Cardiorenal medicine.,Cardiorenal Med,1664-3828,1664-5502,Switzerland,Cardiology; Metabolism; Nephrology,2011,101554863
"Nutrition, metabolism, and cardiovascular diseases : NMCD.",Nutr Metab Cardiovasc Dis,0939-4753,1590-3729,Netherlands,Cardiology; Metabolism; Nutritional Sciences; Vascular Diseases,1991,9111474
European journal of cardiovascular nursing.,Eur J Cardiovasc Nurs,1474-5151,1873-1953,England,Cardiology; Nursing; Vascular Diseases,2002,101128793
The Journal of cardiovascular nursing.,J Cardiovasc Nurs,0889-4655,1550-5049,United States,Cardiology; Nursing; Vascular Diseases,1986,8703516
Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology.,Cardiovasc Pathol,1054-8807,1879-1336,United States,Cardiology; Pathology; Vascular Diseases,1992,9212060
Pediatric cardiology.,Pediatr Cardiol,0172-0643,1432-1971,United States,Cardiology; Pediatrics,1979,8003849
Cardiology in the young.,Cardiol Young,1047-9511,1467-1107,England,Cardiology; Pediatrics; Vascular Diseases,1991,9200019
Journal of cardiovascular pharmacology.,J Cardiovasc Pharmacol,0160-2446,1533-4023,United States,Cardiology; Pharmacology,1979,7902492
Journal of cardiovascular pharmacology and therapeutics.,J Cardiovasc Pharmacol Ther,1074-2484,1940-4034,United States,Cardiology; Pharmacology; Vascular Diseases,1996,9602617
Journal of cardiopulmonary rehabilitation and prevention.,J Cardiopulm Rehabil Prev,1932-7501,1932-751X,United States,Cardiology; Physical and Rehabilitation Medicine; Pulmonary Medicine,2007,101291247
Cardiac electrophysiology clinics.,Card Electrophysiol Clin,1877-9182,1877-9190,United States,Cardiology; Physiology,2009,101549998
"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology.",Europace,1099-5129,1532-2092,England,Cardiology; Physiology,1999,100883649
Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology,Acta Myol,1128-2460,2532-1900,Italy,Cardiology; Physiology,1997,9811169
Herzschrittmachertherapie & Elektrophysiologie.,Herzschrittmacherther Elektrophysiol,0938-7412,1435-1544,Germany,Cardiology; Physiology,1990,9425873
Pacing and clinical electrophysiology : PACE.,Pacing Clin Electrophysiol,0147-8389,1540-8159,United States,Cardiology; Physiology,1978,7803944
American journal of physiology. Heart and circulatory physiology.,Am J Physiol Heart Circ Physiol,0363-6135,1522-1539,United States,Cardiology; Physiology,1977,100901228
Journal of cardiovascular electrophysiology.,J Cardiovasc Electrophysiol,1045-3873,1540-8167,United States,Cardiology; Physiology; Vascular Diseases,1990,9010756
The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation.,J Heart Lung Transplant,1053-2498,1557-3117,United States,Cardiology; Pulmonary Medicine; Transplantation,1991,9102703
"Heart, lung & circulation",Heart Lung Circ,1443-9506,1444-2892,Australia,Cardiology; Pulmonary Medicine; Vascular Diseases,2000,100963739
Asian cardiovascular & thoracic annals.,Asian Cardiovasc Thorac Ann,0218-4923,1816-5370,England,Cardiology; Pulmonary Medicine; Vascular Diseases,1993,9503417
Journal of cardiovascular computed tomography.,J Cardiovasc Comput Tomogr,1934-5925,1876-861X,United States,Cardiology; Radiology; Vascular Diseases,2007,101308347
Cardiovascular and interventional radiology.,Cardiovasc Intervent Radiol,0174-1551,1432-086X,United States,Cardiology; Radiology; Vascular Diseases,1980,8003538
Cardiovascular intervention and therapeutics.,Cardiovasc Interv Ther,1868-4300,1868-4297,Japan,Cardiology; Therapeutics; Vascular Diseases,2010,101522043
Therapeutic advances in cardiovascular disease.,Ther Adv Cardiovasc Dis,1753-9447,1753-9455,England,Cardiology; Therapeutics; Vascular Diseases,2007,101316343
Cardiovascular therapeutics.,Cardiovasc Ther,1755-5914,1755-5922,England,Cardiology; Therapeutics; Vascular Diseases,2008,101319630
EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology.,EuroIntervention,1774-024X,1969-6213,France,Cardiology; Therapeutics; Vascular Diseases,2005,101251040
Expert review of cardiovascular therapy.,Expert Rev Cardiovasc Ther,1477-9072,1744-8344,England,Cardiology; Therapeutics; Vascular Diseases,2003,101182328
Cardiovascular toxicology.,Cardiovasc Toxicol,1530-7905,1559-0259,United States,Cardiology; Toxicology; Vascular Diseases,2001,101135818
Nature cardiovascular research.,Nat Cardiovasc Res,,2731-0590,England,Cardiology; Vascular Diseases,2022,9918284280206676
Circulation. Population health and outcomes.,Circ Popul Health Outcomes,,3068-563X,United States,Cardiology; Vascular Diseases,2026,9919227857106676
European heart journal. Quality of care & clinical outcomes.,Eur Heart J Qual Care Clin Outcomes,2058-5225,2058-1742,England,Cardiology; Vascular Diseases,2015,101677796
JMIR cardio.,JMIR Cardio,,2561-1011,Canada,Cardiology; Vascular Diseases,2017,101718325
European journal of preventive cardiology.,Eur J Prev Cardiol,2047-4873,2047-4881,England,Cardiology; Vascular Diseases,2012,101564430
Journal of the American Heart Association.,J Am Heart Assoc,,2047-9980,England,Cardiology; Vascular Diseases,2012,101580524
Global heart.,Glob Heart,2211-8160,2211-8179,England,Cardiology; Vascular Diseases,2011,101584391
Methodist DeBakey cardiovascular journal.,Methodist Debakey Cardiovasc J,1947-6094,1947-6108,United States,Cardiology; Vascular Diseases,2009,101508600
Cardiovascular journal of Africa.,Cardiovasc J Afr,1995-1892,1680-0745,South Africa,Cardiology; Vascular Diseases,2007,101313864
Archives of cardiovascular diseases.,Arch Cardiovasc Dis,1875-2136,1875-2128,Netherlands,Cardiology; Vascular Diseases,2008,101465655
JACC. Cardiovascular interventions.,JACC Cardiovasc Interv,1936-8798,1876-7605,United States,Cardiology; Vascular Diseases,2008,101467004
Journal of cardiovascular translational research.,J Cardiovasc Transl Res,1937-5387,1937-5395,United States,Cardiology; Vascular Diseases,2008,101468585
Circulation. Arrhythmia and electrophysiology.,Circ Arrhythm Electrophysiol,1941-3149,1941-3084,United States,Cardiology; Vascular Diseases,2008,101474365
Circulation. Heart failure.,Circ Heart Fail,1941-3289,1941-3297,United States,Cardiology; Vascular Diseases,2008,101479941
Circulation. Cardiovascular interventions.,Circ Cardiovasc Interv,1941-7640,1941-7632,United States,Cardiology; Vascular Diseases,2008,101499602
Journal of cardiovascular medicine.,J Cardiovasc Med (Hagerstown),1558-2027,1558-2035,United States,Cardiology; Vascular Diseases,2006,101259752
Cardiovascular revascularization medicine : including molecular interventions.,Cardiovasc Revasc Med,1553-8389,1878-0938,United States,Cardiology; Vascular Diseases,2005,101238551
Circulation journal : official journal of the Japanese Circulation Society,Circ J,1346-9843,1347-4820,Japan,Cardiology; Vascular Diseases,2002,101137683
BMC cardiovascular disorders.,BMC Cardiovasc Disord,,1471-2261,England,Cardiology; Vascular Diseases,2001,100968539
Scandinavian cardiovascular journal : SCJ.,Scand Cardiovasc J,1401-7431,1651-2006,England,Cardiology; Vascular Diseases,1997,9708377
Shock.,Shock,1073-2322,1540-0514,United States,Cardiology; Vascular Diseases,1994,9421564
Cardiology in review.,Cardiol Rev,1061-5377,1538-4683,United States,Cardiology; Vascular Diseases,1993,9304686
High blood pressure & cardiovascular prevention : the official journal of the Italian Society of Hypertension.,High Blood Press Cardiovasc Prev,1120-9879,1179-1985,New Zealand,Cardiology; Vascular Diseases,1992,9421087
Coronary artery disease.,Coron Artery Dis,0954-6928,1473-5830,England,Cardiology; Vascular Diseases,1990,9011445
Trends in cardiovascular medicine.,Trends Cardiovasc Med,1050-1738,1873-2615,United States,Cardiology; Vascular Diseases,1991,9108337
Zhonghua xin xue guan bing za zhi.,Zhonghua Xin Xue Guan Bing Za Zhi,0253-3758,,China,Cardiology; Vascular Diseases,1973,7910682
Cardiovascular research.,Cardiovasc Res,0008-6363,1755-3245,England,Cardiology; Vascular Diseases,1967,0077427
Annales de cardiologie et d'angéiologie.,Ann Cardiol Angeiol (Paris),0003-3928,1768-3181,France,Cardiology; Vascular Diseases,1968,0142167
Progress in cardiovascular diseases.,Prog Cardiovasc Dis,0033-0620,1873-1740,United States,Cardiology; Vascular Diseases,1958,0376442
Circulation research.,Circ Res,0009-7330,1524-4571,United States,Cardiology; Vascular Diseases,1953,0047103
Circulation.,Circulation,0009-7322,1524-4539,United States,Cardiology; Vascular Diseases,1950,0147763
Journal of veterinary cardiology : the official journal of the European Society of Veterinary Cardiology.,J Vet Cardiol,1760-2734,1875-0834,Netherlands,Cardiology; Veterinary Medicine,1999,101163270
